d1fcda0c72a5b5c9ffbcaae721abec24ed30501906645bc91d95447b8f638792,ec403d1e9381933f524741ac7ddf428a5befc2d3c39d260c53de8d3da096f8a9,a160b8330166061b27e664c49d628baff4e9451336fbcd00ae951039aaf7a2d7,4cca6da2ff569548f090dac0c1ffbc0bea98cc1f0a57210018495c29bef5a839,83f3da75d611414adab2d87b401ab7ba01960c3a1e6b7762fb1004f4e5a74d3c,e480e130c3d0a62fd77dd5076eb35a683192444ca1e34fead9d659bfbef9b174,d6e831befca81c68b28a8a7754194dfd5bb4ad15f241269d34a2484beb9eaa06,cd8e8932b54fed00fc8f881659268f2a872963bbf45e3b598b348fba297a8cf2,b1a5fca50d062c263940b67e553ea8ebddbcf9962a0e46507c033eaca9f8038e,8716601f73f94d1bd493b737e5c1b40a3f88395ee36e9049b0049f6f36bb4f74,74e9c9056952a6d610caa5a3c4b3f2b554d47810d8f4a4b0b90257f9c8a21593,63a35a12b8fa6851b5807d4151502aebf47dbf07ec42ed01d678cb07b933c5b1,b63bb51898a4555131dc8cb1e22b47b33060c30f4b3ce5777d186068d15e46c6,2d4ef2451c62ddf85cf807bf7a6c881677ab8114c04f0dd74d257373d41a2aee
772,81,2000.0,101,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
773,82,2000.0,102,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
774,83,2000.0,111,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
775,84,2000.0,109,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
776,85,2000.0,112,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
777,351,2000.0,8004,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
778,352,2000.0,8005,80,1,-1,"2023/4/20 5:00","2023/4/26 4:59",0,0,0,0,1
779,251,2000.0,7004,80,1,-1,"2023/4/16 12:00","2023/4/23 23:59",0,0,0,0,1
780,252,2000.0,7005,80,1,-1,"2023/4/16 12:00","2023/4/23 23:59",0,0,0,0,1
781,91,2000.0,101,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
782,92,2000.0,102,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
783,93,2000.0,111,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
784,94,2000.0,109,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
785,95,2000.0,112,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
786,98,2000.0,7004,100,1,-1,"2023/4/16 12:00","2023/4/23 23:59",0,0,0,0,1
787,99,2000.0,7005,100,1,-1,"2023/4/16 12:00","2023/4/23 23:59",0,0,0,0,1
788,100,2000.0,8004,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
789,101,2000.0,8005,100,1,-1,"2023/4/14 5:00","2023/4/28 4:59",0,0,0,0,1
790,34,2000.0,103,30,1,-1,"2023/4/23 5:00","2023/5/5 4:59",0,0,0,0,1
791,44,2000.0,103,40,1,-1,"2023/4/23 5:00","2023/5/5 4:59",0,0,0,0,1
792,31,3000.0,101,30,1,-1,"2023/5/3 5:00","2023/5/7 4:59",0,0,0,0,1
793,41,3000.0,101,40,1,-1,"2023/5/3 5:00","2023/5/7 4:59",0,0,0,0,1
794,32,3000.0,102,30,1,-1,"2023/4/30 5:00","2023/5/3 4:59",0,0,0,0,1
795,42,3000.0,102,40,1,-1,"2023/4/30 5:00","2023/5/3 4:59",0,0,0,0,1
796,39,3000.0,111,30,1,-1,"2023/5/7 5:00","2023/5/10 4:59",0,0,0,0,1
797,49,3000.0,111,40,1,-1,"2023/5/7 5:00","2023/5/10 4:59",0,0,0,0,1
798,31,2000.0,101,30,1,-1,"2023/5/13 5:00","2023/5/18 4:59",0,0,0,0,1
799,41,2000.0,101,40,1,-1,"2023/5/13 5:00","2023/5/18 4:59",0,0,0,0,1
800,32,2000.0,102,30,1,-1,"2023/5/10 5:00","2023/5/13 4:59",0,0,0,0,1
801,42,2000.0,102,40,1,-1,"2023/5/10 5:00","2023/5/13 4:59",0,0,0,0,1
802,37,2000.0,109,30,1,-1,"2023/5/10 5:00","2023/5/15 4:59",0,0,0,0,1
803,38,2000.0,112,30,1,-1,"2023/5/10 5:00","2023/5/15 4:59",0,0,0,0,1
804,45,2000.0,104,40,1,-1,"2023/5/10 5:00","2023/5/23 4:59",0,0,0,0,1
805,91,2000.0,101,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
806,92,2000.0,102,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
807,93,2000.0,111,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
808,94,2000.0,109,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
809,95,2000.0,112,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
810,100,2000.0,8004,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
811,101,2000.0,8005,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
812,96,2000.0,6004,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
813,97,2000.0,6005,100,1,-1,"2023/5/1 5:00","2023/5/10 4:59",0,0,0,0,1
814,151,2000.0,6004,80,1,-1,"2023/4/28 11:00","2023/5/12 23:59",0,0,0,0,1
815,152,2000.0,6005,80,1,-1,"2023/4/28 11:00","2023/5/12 23:59",0,0,0,0,1
816,31,2000.0,101,30,1,-1,"2023/5/26 5:00","2023/5/31 4:59",0,0,0,0,1
817,41,2000.0,101,40,1,-1,"2023/5/26 5:00","2023/5/31 4:59",0,0,0,0,1
818,37,2000.0,109,30,1,-1,"2023/5/19 5:00","2023/5/22 4:59",0,0,0,0,1
819,37,2000.0,109,30,1,-1,"2023/5/26 5:00","2023/5/31 4:59",0,0,0,0,1
820,38,2000.0,112,30,1,-1,"2023/5/26 5:00","2023/5/31 4:59",0,0,0,0,1
821,34,2000.0,103,30,1,-1,"2023/5/18 5:00","2023/5/23 4:59",0,0,0,0,1
822,44,2000.0,103,40,1,-1,"2023/5/18 5:00","2023/5/23 4:59",0,0,0,0,1
823,34,2000.0,103,30,1,-1,"2023/5/26 5:00","2023/6/6 4:59",0,0,0,0,1
824,44,2000.0,103,40,1,-1,"2023/5/26 5:00","2023/6/6 4:59",0,0,0,0,1
825,81,2000.0,101,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
826,82,2000.0,102,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
827,83,2000.0,111,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
828,84,2000.0,109,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
829,85,2000.0,112,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
830,351,2000.0,8004,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
831,352,2000.0,8005,80,1,-1,"2023/5/23 5:00","2023/5/29 4:59",0,0,0,0,1
832,251,2000.0,7004,80,1,-1,"2023/5/16 12:00","2023/5/23 23:59",0,0,0,0,1
833,252,2000.0,7005,80,1,-1,"2023/5/16 12:00","2023/5/23 23:59",0,0,0,0,1
834,31,2000.0,101,30,1,-1,"2023/6/9 5:00","2023/6/13 4:59",0,0,0,0,1
835,41,2000.0,101,40,1,-1,"2023/6/9 5:00","2023/6/13 4:59",0,0,0,0,1
836,31,2000.0,101,30,1,-1,"2023/6/16 5:00","2023/6/21 4:59",0,0,0,0,1
837,41,2000.0,101,40,1,-1,"2023/6/16 5:00","2023/6/21 4:59",0,0,0,0,1
838,39,2000.0,111,30,1,-1,"2023/6/6 5:00","2023/6/9 4:59",0,0,0,0,1
839,49,2000.0,111,40,1,-1,"2023/6/6 5:00","2023/6/9 4:59",0,0,0,0,1
840,32,2000.0,102,30,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
841,42,2000.0,102,40,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
842,37,2000.0,109,30,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
843,38,2000.0,112,30,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
844,45,2000.0,104,40,1,-1,"2023/6/13 5:00","2023/6/25 4:59",0,0,0,0,1
845,34,2000.0,103,30,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
846,44,2000.0,103,40,1,-1,"2023/6/13 5:00","2023/6/16 4:59",0,0,0,0,1
847,151,2000.0,6004,80,1,-1,"2023/5/31 11:00","2023/6/14 23:59",0,0,0,0,1
848,152,2000.0,6005,80,1,-1,"2023/5/31 11:00","2023/6/14 23:59",0,0,0,0,1
849,31,2000.0,101,30,1,-1,"2023/6/25 5:00","2023/6/30 4:59",0,0,0,0,1
850,41,2000.0,101,40,1,-1,"2023/6/25 5:00","2023/6/30 4:59",0,0,0,0,1
851,32,2000.0,102,30,1,-1,"2023/6/21 5:00","2023/6/25 4:59",0,0,0,0,1
852,42,2000.0,102,40,1,-1,"2023/6/21 5:00","2023/6/25 4:59",0,0,0,0,1
853,37,2000.0,109,30,1,-1,"2023/6/19 5:00","2023/6/22 4:59",0,0,0,0,1
854,37,2000.0,109,30,1,-1,"2023/6/25 5:00","2023/6/30 4:59",0,0,0,0,1
855,38,2000.0,112,30,1,-1,"2023/6/25 5:00","2023/6/30 4:59",0,0,0,0,1
856,34,2000.0,103,30,1,-1,"2023/6/25 5:00","2023/7/6 4:59",0,0,0,0,1
857,44,2000.0,103,40,1,-1,"2023/6/25 5:00","2023/7/6 4:59",0,0,0,0,1
858,81,2000.0,101,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
859,82,2000.0,102,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
860,83,2000.0,111,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
861,84,2000.0,109,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
862,85,2000.0,112,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
863,351,2000.0,8004,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
864,352,2000.0,8005,80,1,-1,"2023/6/23 5:00","2023/6/29 4:59",0,0,0,0,1
865,251,2000.0,7004,80,1,-1,"2023/6/18 12:00","2023/6/25 23:59",0,0,0,0,1
866,252,2000.0,7005,80,1,-1,"2023/6/18 12:00","2023/6/25 23:59",0,0,0,0,1
867,151,2000.0,6004,80,1,-1,"2023/6/30 11:00","2023/7/14 23:59",0,0,0,0,1
868,152,2000.0,6005,80,1,-1,"2023/6/30 11:00","2023/7/14 23:59",0,0,0,0,1
869,32,2000.0,102,30,1,-1,"2023/7/6 5:00","2023/7/9 4:59",0,0,0,0,1
870,42,2000.0,102,40,1,-1,"2023/7/6 5:00","2023/7/9 4:59",0,0,0,0,1
871,31,3000.0,101,30,1,-1,"2023/7/9 5:00","2023/7/17 4:59",0,0,0,0,1
872,41,3000.0,101,40,1,-1,"2023/7/9 5:00","2023/7/17 4:59",0,0,0,0,1
873,37,2000.0,109,30,1,-1,"2023/7/13 5:00","2023/7/16 4:59",0,0,0,0,1
874,38,2000.0,112,30,1,-1,"2023/7/13 5:00","2023/7/16 4:59",0,0,0,0,1
875,34,2000.0,103,30,1,-1,"2023/7/13 5:00","2023/7/16 4:59",0,0,0,0,1
876,44,2000.0,103,40,1,-1,"2023/7/13 5:00","2023/7/16 4:59",0,0,0,0,1
877,45,2000.0,104,40,1,-1,"2023/7/13 5:00","2023/7/25 4:59",0,0,0,0,1
878,32,2000.0,102,30,1,-1,"2023/7/21 5:00","2023/7/25 4:59",0,0,0,0,1
879,42,2000.0,102,40,1,-1,"2023/7/21 5:00","2023/7/25 4:59",0,0,0,0,1
880,39,2000.0,111,30,1,-1,"2023/7/17 5:00","2023/7/21 4:59",0,0,0,0,1
881,49,2000.0,111,40,1,-1,"2023/7/17 5:00","2023/7/21 4:59",0,0,0,0,1
882,31,3000.0,101,30,1,-1,"2023/7/25 5:00","2023/7/31 4:59",0,0,0,0,1
883,41,3000.0,101,40,1,-1,"2023/7/25 5:00","2023/7/31 4:59",0,0,0,0,1
884,37,2000.0,109,30,1,-1,"2023/7/19 5:00","2023/7/22 4:59",0,0,0,0,1
885,37,2000.0,109,30,1,-1,"2023/7/25 5:00","2023/7/31 4:59",0,0,0,0,1
886,38,2000.0,112,30,1,-1,"2023/7/25 5:00","2023/7/31 4:59",0,0,0,0,1
887,34,2000.0,103,30,1,-1,"2023/7/25 5:00","2023/8/5 4:59",0,0,0,0,1
888,44,2000.0,103,40,1,-1,"2023/7/25 5:00","2023/8/5 4:59",0,0,0,0,1
889,81,2000.0,101,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
890,82,2000.0,102,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
891,83,2000.0,111,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
892,84,2000.0,109,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
893,85,2000.0,112,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
894,351,2000.0,8004,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
895,352,2000.0,8005,80,1,-1,"2023/7/24 5:00","2023/7/30 4:59",0,0,0,0,1
896,251,2000.0,7004,80,1,-1,"2023/7/18 12:00","2023/7/25 23:59",0,0,0,0,1
897,252,2000.0,7005,80,1,-1,"2023/7/18 12:00","2023/7/25 23:59",0,0,0,0,1
898,39,2000.0,111,30,1,-1,"2023/8/5 5:00","2023/8/9 4:59",0,0,0,0,1
899,49,2000.0,111,40,1,-1,"2023/8/5 5:00","2023/8/9 4:59",0,0,0,0,1
900,31,2000.0,101,30,1,-1,"2023/8/9 5:00","2023/8/12 4:59",0,0,0,0,1
901,41,2000.0,101,40,1,-1,"2023/8/9 5:00","2023/8/12 4:59",0,0,0,0,1
902,31,4000.0,101,30,1,-1,"2023/8/15 5:00","2023/8/22 4:59",0,0,0,0,1
903,41,4000.0,101,40,1,-1,"2023/8/15 5:00","2023/8/22 4:59",0,0,0,0,1
904,32,2000.0,102,30,1,-1,"2023/8/12 5:00","2023/8/15 4:59",0,0,0,0,1
905,42,2000.0,102,40,1,-1,"2023/8/12 5:00","2023/8/15 4:59",0,0,0,0,1
906,45,2000.0,104,40,1,-1,"2023/8/9 5:00","2023/8/20 4:59",0,0,0,0,1
907,34,3000.0,103,30,1,-1,"2023/8/15 5:00","2023/8/20 4:59",0,0,0,0,1
908,44,3000.0,103,40,1,-1,"2023/8/15 5:00","2023/8/20 4:59",0,0,0,0,1
909,151,2000.0,6004,80,1,-1,"2023/7/31 11:00","2023/8/14 23:59",0,0,0,0,1
910,152,2000.0,6005,80,1,-1,"2023/7/31 11:00","2023/8/14 23:59",0,0,0,0,1
911,39,3000.0,111,30,1,-1,"2023/8/28 5:00","2023/9/1 4:59",0,0,0,0,1
912,49,3000.0,111,40,1,-1,"2023/8/28 5:00","2023/9/1 4:59",0,0,0,0,1
913,32,3000.0,102,30,1,-1,"2023/8/22 5:00","2023/8/28 4:59",0,0,0,0,1
914,42,3000.0,102,40,1,-1,"2023/8/22 5:00","2023/8/28 4:59",0,0,0,0,1
915,37,3000.0,109,30,1,-1,"2023/8/20 5:00","2023/8/25 4:59",0,0,0,0,1
916,38,3000.0,112,30,1,-1,"2023/8/20 5:00","2023/8/25 4:59",0,0,0,0,1
917,91,2000.0,101,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
918,92,2000.0,102,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
919,93,2000.0,111,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
920,94,2000.0,109,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
921,95,2000.0,112,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
922,98,2000.0,7004,100,1,-1,"2023/8/20 5:00","2023/8/25 23:59",0,0,0,0,1
923,99,2000.0,7005,100,1,-1,"2023/8/20 5:00","2023/8/25 23:59",0,0,0,0,1
924,100,2000.0,8004,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
925,101,2000.0,8005,100,1,-1,"2023/8/20 5:00","2023/9/4 4:59",0,0,0,0,1
926,251,2000.0,7004,80,1,-1,"2023/8/18 12:00","2023/8/25 23:59",0,0,0,0,1
927,252,2000.0,7005,80,1,-1,"2023/8/18 12:00","2023/8/25 23:59",0,0,0,0,1
928,34,2000.0,103,30,1,-1,"2023/8/28 5:00","2023/9/8 4:59",0,0,0,0,1
929,44,2000.0,103,40,1,-1,"2023/8/28 5:00","2023/9/8 4:59",0,0,0,0,1
930,31,2000.0,101,30,1,-1,"2023/8/28 5:00","2023/8/31 4:59",0,0,0,0,1
931,41,2000.0,101,40,1,-1,"2023/8/28 5:00","2023/8/31 4:59",0,0,0,0,1
932,31,2000.0,101,30,1,-1,"2023/9/4 5:00","2023/9/8 4:59",0,0,0,0,1
933,41,2000.0,101,40,1,-1,"2023/9/4 5:00","2023/9/8 4:59",0,0,0,0,1
934,32,2000.0,102,30,1,-1,"2023/9/12 5:00","2023/9/15 4:59",0,0,0,0,1
935,42,2000.0,102,40,1,-1,"2023/9/12 5:00","2023/9/15 4:59",0,0,0,0,1
936,31,3000.0,101,30,1,-1,"2023/9/15 5:00","2023/9/20 4:59",0,0,0,0,1
937,41,2000.0,101,40,1,-1,"2023/9/15 5:00","2023/9/20 4:59",0,0,0,0,1
938,39,2000.0,111,30,1,-1,"2023/9/8 5:00","2023/9/12 4:59",0,0,0,0,1
939,49,2000.0,111,40,1,-1,"2023/9/8 5:00","2023/9/12 4:59",0,0,0,0,1
940,37,2000.0,109,30,1,-1,"2023/9/8 5:00","2023/9/12 4:59",0,0,0,0,1
941,38,2000.0,112,30,1,-1,"2023/9/8 5:00","2023/9/12 4:59",0,0,0,0,1
942,45,2000.0,104,40,1,-1,"2023/9/8 5:00","2023/9/21 4:59",0,0,0,0,1
943,34,2000.0,103,30,1,-1,"2023/9/12 5:00","2023/9/15 4:59",0,0,0,0,1
944,44,2000.0,103,40,1,-1,"2023/9/12 5:00","2023/9/15 4:59",0,0,0,0,1
945,151,2000.0,6004,80,1,-1,"2023/8/31 11:00","2023/9/14 23:59",0,0,0,0,1
946,152,2000.0,6005,80,1,-1,"2023/8/31 11:00","2023/9/14 23:59",0,0,0,0,1
947,96,2000.0,6004,100,1,-1,"2023/8/31 11:00","2023/9/4 4:59",0,0,0,0,1
948,97,2000.0,6005,100,1,-1,"2023/8/31 11:00","2023/9/4 4:59",0,0,0,0,1
949,32,2000.0,102,30,1,-1,"2023/9/20 5:00","2023/9/24 4:59",0,0,0,0,1
950,42,2000.0,102,40,1,-1,"2023/9/20 5:00","2023/9/24 4:59",0,0,0,0,1
951,37,2000.0,109,30,1,-1,"2023/9/19 5:00","2023/9/22 4:59",0,0,0,0,1
952,31,2000.0,101,30,1,-1,"2023/9/25 5:00","2023/10/2 4:59",0,0,0,0,1
953,41,2000.0,101,40,1,-1,"2023/9/25 5:00","2023/10/2 4:59",0,0,0,0,1
954,37,2000.0,109,30,1,-1,"2023/9/25 5:00","2023/10/2 4:59",0,0,0,0,1
955,38,2000.0,112,30,1,-1,"2023/9/25 5:00","2023/10/2 4:59",0,0,0,0,1
956,34,2000.0,103,30,1,-1,"2023/9/25 5:00","2023/10/7 4:59",0,0,0,0,1
957,44,2000.0,103,40,1,-1,"2023/9/25 5:00","2023/10/7 4:59",0,0,0,0,1
958,81,2000.0,101,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
959,82,2000.0,102,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
960,83,2000.0,111,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
961,84,2000.0,109,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
962,85,2000.0,112,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
963,351,2000.0,8004,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
964,352,2000.0,8005,80,1,-1,"2023/9/24 5:00","2023/9/30 4:59",0,0,0,0,1
965,251,2000.0,7004,80,1,-1,"2023/9/17 12:00","2023/9/24 23:59",0,0,0,0,1
966,252,2000.0,7005,80,1,-1,"2023/9/17 12:00","2023/9/24 23:59",0,0,0,0,1
967,32,2000.0,102,30,1,-1,"2023/10/2 5:00","2023/10/6 4:59",0,0,0,0,1
968,42,2000.0,102,40,1,-1,"2023/10/2 5:00","2023/10/6 4:59",0,0,0,0,1
969,31,2000.0,101,30,1,-1,"2023/10/6 5:00","2023/10/10 4:59",0,0,0,0,1
970,41,2000.0,101,40,1,-1,"2023/10/6 5:00","2023/10/10 4:59",0,0,0,0,1
971,39,2000.0,111,30,1,-1,"2023/10/10 5:00","2023/10/15 4:59",0,0,0,0,1
972,49,2000.0,111,40,1,-1,"2023/10/10 5:00","2023/10/15 4:59",0,0,0,0,1
973,37,2000.0,109,30,1,-1,"2023/10/10 5:00","2023/10/15 4:59",0,0,0,0,1
974,38,2000.0,112,30,1,-1,"2023/10/10 5:00","2023/10/15 4:59",0,0,0,0,1
975,45,2000.0,104,40,1,-1,"2023/10/6 5:00","2023/10/20 4:59",0,0,0,0,1
976,151,2000.0,6004,80,1,-1,"2023/9/30 11:00","2023/10/14 23:59",0,0,0,0,1
977,152,2000.0,6005,80,1,-1,"2023/9/30 11:00","2023/10/14 23:59",0,0,0,0,1
978,31,3000.0,101,30,1,-1,"2023/10/15 5:00","2023/10/20 4:59",0,0,0,0,1
979,41,2000.0,101,40,1,-1,"2023/10/15 5:00","2023/10/20 4:59",0,0,0,0,1
980,31,2000.0,101,30,1,-1,"2023/10/26 5:00","2023/10/31 4:59",0,0,0,0,1
981,41,2000.0,101,40,1,-1,"2023/10/26 5:00","2023/10/31 4:59",0,0,0,0,1
982,32,2000.0,102,30,1,-1,"2023/10/20 5:00","2023/10/26 4:59",0,0,0,0,1
983,42,2000.0,102,40,1,-1,"2023/10/20 5:00","2023/10/26 4:59",0,0,0,0,1
984,32,3000.0,102,30,1,-1,"2023/10/31 5:00","2023/11/5 4:59",0,0,0,0,1
985,42,3000.0,102,40,1,-1,"2023/10/31 5:00","2023/11/5 4:59",0,0,0,0,1
986,37,2000.0,109,30,1,-1,"2023/10/20 5:00","2023/10/24 4:59",0,0,0,0,1
987,37,2000.0,109,30,1,-1,"2023/10/26 5:00","2023/10/31 4:59",0,0,0,0,1
988,38,2000.0,112,30,1,-1,"2023/10/26 5:00","2023/10/31 4:59",0,0,0,0,1
989,34,2000.0,103,30,1,-1,"2023/10/26 5:00","2023/11/6 4:59",0,0,0,0,1
990,44,2000.0,103,40,1,-1,"2023/10/26 5:00","2023/11/6 4:59",0,0,0,0,1
991,81,2000.0,101,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
992,82,2000.0,102,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
993,83,2000.0,111,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
994,84,2000.0,109,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
995,85,2000.0,112,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
996,351,2000.0,8004,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
997,352,2000.0,8005,80,1,-1,"2023/10/24 5:00","2023/10/31 4:59",0,0,0,0,1
998,251,2000.0,7004,80,1,-1,"2023/10/18 12:00","2023/10/25 23:59",0,0,0,0,1
999,252,2000.0,7005,80,1,-1,"2023/10/18 12:00","2023/10/25 23:59",0,0,0,0,1
1000,31,4000.0,101,30,1,-1,"2023/11/5 5:00","2023/11/10 4:59",0,0,0,0,1
1001,41,2000.0,101,40,1,-1,"2023/11/5 5:00","2023/11/10 4:59",0,0,0,0,1
1002,31,3000.0,101,30,1,-1,"2023/11/15 5:00","2023/11/19 4:59",0,0,0,0,1
1003,41,2000.0,101,40,1,-1,"2023/11/15 5:00","2023/11/19 4:59",0,0,0,0,1
1004,39,3000.0,111,30,1,-1,"2023/11/10 5:00","2023/11/15 4:59",0,0,0,0,1
1005,49,3000.0,111,40,1,-1,"2023/11/10 5:00","2023/11/15 4:59",0,0,0,0,1
1006,37,3000.0,109,30,1,-1,"2023/11/10 5:00","2023/11/15 4:59",0,0,0,0,1
1007,38,3000.0,112,30,1,-1,"2023/11/10 5:00","2023/11/15 4:59",0,0,0,0,1
1008,151,2000.0,6004,80,1,-1,"2023/10/31 11:00","2023/11/14 23:59",0,0,0,0,1
1009,152,2000.0,6005,80,1,-1,"2023/10/31 11:00","2023/11/14 23:59",0,0,0,0,1
1010,45,2000.0,104,40,1,-1,"2023/11/17 5:00","2023/12/1 4:59",0,0,0,0,1
1011,32,2000.0,102,30,1,-1,"2023/11/19 5:00","2023/11/25 4:59",0,0,0,0,1
1012,42,2000.0,102,40,1,-1,"2023/11/19 5:00","2023/11/25 4:59",0,0,0,0,1
1013,31,2000.0,101,30,1,-1,"2023/11/25 5:00","2023/12/1 4:59",0,0,0,0,1
1014,41,2000.0,101,40,1,-1,"2023/11/25 5:00","2023/12/1 4:59",0,0,0,0,1
1015,37,2000.0,109,30,1,-1,"2023/11/25 5:00","2023/12/1 4:59",0,0,0,0,1
1016,38,2000.0,112,30,1,-1,"2023/11/25 5:00","2023/12/1 4:59",0,0,0,0,1
1017,34,2000.0,103,30,1,-1,"2023/11/25 5:00","2023/12/6 4:59",0,0,0,0,1
1018,44,2000.0,103,40,1,-1,"2023/11/25 5:00","2023/12/6 4:59",0,0,0,0,1
1019,81,2000.0,101,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1020,82,2000.0,102,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1021,83,2000.0,111,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1022,84,2000.0,109,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1023,85,2000.0,112,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1024,351,2000.0,8004,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1025,352,2000.0,8005,80,1,-1,"2023/11/23 5:00","2023/12/1 4:59",0,0,0,0,1
1026,251,2000.0,7004,80,1,-1,"2023/11/18 12:00","2023/11/25 23:59",0,0,0,0,1
1027,252,2000.0,7005,80,1,-1,"2023/11/18 12:00","2023/11/25 23:59",0,0,0,0,1
1028,32,2000.0,102,30,1,-1,"2023/12/1 5:00","2023/12/6 4:59",0,0,0,0,1
1029,42,2000.0,102,40,1,-1,"2023/12/1 5:00","2023/12/6 4:59",0,0,0,0,1
1030,31,2000.0,101,30,1,-1,"2023/12/6 5:00","2023/12/11 4:59",0,0,0,0,1
1031,41,2000.0,101,40,1,-1,"2023/12/6 5:00","2023/12/11 4:59",0,0,0,0,1
